token	frequency	length
sjahala	1	7
guslah	3	6
stanova	3	7
turskijem	1	9
gospodjami	1	10
svib	1	4
magjarska	1	9
sigetskoj	4	9
franceskih	1	10
misi	3	4
album	1	5
domjaniæevo	1	11
anðeo	3	5
sirije	1	6
združenoj	1	9
taknuv	1	6
slišio	4	6
priskoèiti	1	10
skonèaje	4	8
utrobu	8	6
žrtvovanja	1	10
slovne	1	6
plodnu	1	6
smaknuše	1	8
koèijaša	1	8
fundamentum	1	11
mužka	3	5
torbom	2	6
vanjsko	2	7
pristaru	1	8
iztoku	9	6
zaviknuo	4	8
jesi	58	4
umivaju	1	7
okrunjenim	1	10
svitlih	1	7
ritam	1	5
veselo	70	6
lampom	1	6
sokolika	1	8
mirišu	4	6
fitilj	1	6
goruæ	4	5
soborila	1	8
sofijom	1	7
najidealnije	1	12
ejist	1	5
nasmjeh	3	7
slugo	2	5
æerka	4	5
oæutiš	1	6
pehara	1	6
njidra	2	6
uvalio	3	6
ljubavnoga	1	10
razboja	1	7
nemir	10	5
politièke	7	9
pokriveno	1	9
darža	1	5
pustiš	3	6
dostojanstvom	2	13
izabano	1	7
otkud	13	5
vrhovi	3	6
zdravice	2	8
kumo	1	4
pariz	1	5
gjulistan	1	9
žarom	9	5
odlazka	1	7
kadio	1	5
okoristiti	1	10
šegljiva	4	8
modrog	2	6
opisa	3	5
budu	36	4
bezlisto	1	8
materije	2	8
šoru	1	4
regbi	1	5
poboènici	2	9
tamnice	19	7
smililo	2	7
grome	1	5
hladovinu	2	9
viestnik	2	8
slaviti	8	7
pristala	4	8
obožavan	1	8
vukodlak	8	8
ljubeznoga	1	10
rigaše	1	6
obuæ	2	4
prosuditi	2	9
praska	1	6
sjenicom	1	8
štovati	4	7
doživotnu	2	9
jagicu	7	6
potražiti	7	9
omaškom	1	7
savršena	1	8
grabiti	1	7
sievni	1	6
procvjeta	2	9
vjenèanomu	1	10
lupiv	1	5
rejena	1	6
dime	1	4
rile	1	4
diše	15	4
odahnem	1	7
prebrobrodismo	1	14
skutih	1	6
kukavne	2	7
poemu	1	5
lira	2	4
protežuæ	1	8
groznoga	2	8
kadive	1	6
taki	6	4
patriotskom	1	11
vjetar	48	6
oproste	1	7
gos	2	3
nadvladjivali	1	13
posao	52	5
prešljenovi	1	11
plemenita	17	9
popraæala	1	9
zaèela	3	6
svježeg	3	7
mrk	7	3
honores	1	7
orla	12	4
postupaka	1	9
brže	22	4
gosino	1	6
jordani	1	7
ljuckih	1	7
vješti	2	6
harbat	1	6
trena	7	5
lipnja	10	6
niski	1	5
jablanu	1	7
poigra	2	6
neèuveno	3	8
zvirju	1	6
erdödy	4	6
crnogorce	1	9
naslonivši	1	10
bjesomuèna	1	10
ciepio	1	6
dekorateur	1	10
apokalipsu	1	10
odete	1	5
dato	2	4
poraditi	1	8
veljom	1	6
stiha	6	5
prebolnoga	1	10
grofova	2	7
mamutbeg	1	8
klinci	1	6
potežuæi	1	8
srdiš	2	5
rafajevo	1	8
muti	4	4
sveèana	2	7
voštenica	2	9
crni	22	4
protoèio	1	8
duvna	5	5
strši	4	5
svietli	1	7
sretnijoj	1	9
stjepanom	3	9
razloge	2	7
uspomene	13	8
mrazila	1	7
canzoniere	1	10
optimizam	6	9
presretna	3	9
trule	2	5
jedinu	13	6
svjetlini	2	9
skupi	11	5
posotoniti	1	10
molbu	19	5
budei	1	5
procese	1	7
crvenit	1	7
niži	1	4
krotila	1	7
zvjedljivo	1	10
oveæi	1	5
svietlim	6	8
dubljine	3	8
gizdaše	2	7
zahvalna	5	8
susjednu	2	8
svakoju	1	7
nadvuèe	1	7
šene	1	4
neumiæu	1	7
viencu	15	6
savjetnike	1	10
ožimati	2	7
razudane	1	8
štovatelj	2	9
majèina	6	7
oæuti	2	5
africa	1	6
gnjiju	3	6
umjetnièkomu	1	12
skele	1	5
tili	2	4
basrljamo	1	9
stranica	7	8
prijamši	1	8
kavalirka	1	9
etera	11	5
ivanovu	1	7
helijotropa	1	11
konjma	1	6
sascu	1	5
prezirno	5	8
kudrave	1	7
krenem	4	6
daržal	2	6
rodnim	2	6
kajsija	1	7
prostoru	7	8
selicâ	1	6
pokazavši	1	9
jim	15	3
razgovarao	2	10
želit	1	5
iskomoljivati	1	13
govoren	10	7
zakrvavljene	1	12
dobitnica	1	9
obæenitih	1	9
modrine	2	7
primaknuo	1	9
rodna	5	5
razbio	5	6
rijeèi	53	6
sivo	1	4
nastojeæ	1	8
trese	8	5
napojnica	3	9
pramaliæa	1	9
odgovarao	4	9
krštena	1	7
ogrnio	1	6
spadalo	2	7
traèka	1	6
najdublja	1	9
pluæa	6	5
pravovjerni	2	11
žila	3	4
pustari	4	7
zabrinuta	1	9
šutjeli	4	7
skrajnji	1	8
dužnosti	13	8
primako	1	7
nazire	1	6
zaštiæivati	1	11
lomaèom	2	7
stranice	2	8
sedmici	1	7
ostaloga	5	8
želiju	1	6
vodila	8	6
manjina	1	7
psalmi	3	6
razlikoznamen	1	13
naganja	5	7
neugodnoj	1	9
pavletiæ	1	8
gladac	1	6
malorum	1	7
postajati	1	9
dukate	3	6
prekriživ	1	9
uputiti	6	7
špišiæa	1	7
kanonik	34	7
ubavih	1	6
iskrnje	2	7
tvojih	30	6
æeliju	1	6
šèepati	2	7
èetiriju	1	8
srebrenica	1	10
augustinoviæ	1	12
nozdrvam	2	8
hitiv	4	5
jedinoj	1	7
približav	1	9
slidih	1	6
harold's	1	8
oklieva	1	7
diva	5	4
najsavjesnije	1	13
umusane	1	7
sanu	1	4
slikovitim	1	10
kmetice	2	7
odgajaju	1	8
iznovice	2	8
seoski	5	6
nesretnom	5	9
razmišljah	2	10
odtisne	1	7
nauèen	1	6
svivši	1	6
morske	6	6
pouzanu	1	7
ranjenim	1	8
željnije	1	8
odsad	9	5
kosovicu	1	8
premetati	1	9
metodij	1	7
struže	2	6
prolazila	2	9
namjeravala	1	11
kuvanja	1	7
kraljev	2	7
deblo	2	5
cvjetiæi	1	8
noæu	16	4
jadovno	10	7
zavisti	15	7
potvrðenih	1	10
nadzrem	1	7
svantevid	2	9
substantiam	1	11
poprimila	1	9
zapoljem	1	8
sagraditi	1	9
izpravit	1	8
teosofiju	1	9
napiju	1	6
razvoj	3	6
èeljad	5	6
lirik	1	5
zaæi	4	4
tuðica	2	6
vertikala	1	9
uzlov	1	5
mirila	1	6
tiranina	2	8
zagrmjelo	1	9
zatalasaju	1	10
hotin'	1	6
oklijevati	2	10
pogiba	1	6
stoljeæu	6	8
omekšati	1	8
rešaše	1	6
vezaè	2	5
terribilium	1	11
sredinom	1	8
preteško	2	8
raznih	10	6
minijaturnim	1	12
mienja	7	6
nastarka	1	8
zapoviedaš	1	10
vitlan	1	6
rit	4	3
plamnoga	1	8
silim	1	5
namjesti	3	8
orlovi	1	6
grditi	2	6
toreadorskom	1	12
ubiješ	1	6
stvarati	1	8
pievac	1	6
žubereæi	5	8
sis	3	3
pregorjela	2	10
šibe	3	4
tamjan	5	6
lupo	1	4
meru	1	4
donit	1	5
insurekciji	1	11
hrdja	2	5
testir	1	6
æesaru	1	6
silazi	1	6
èovjeètva	2	9
papa	3	4
nepremostiv	1	11
umirnoga	1	8
trgno	1	5
družino	3	7
popreko	1	7
trovat	1	6
crnkom	1	6
odklon	1	6
nestrpljivosti	1	14
uzvila	1	6
prohaja	2	7
konjice	1	7
žestinom	1	8
opæi	4	4
tudju	7	5
uèiniti	56	7
odkravi	1	7
ogromnu	2	7
davnoj	1	6
opustošit	1	9
povraæenoj	1	10
habitu	1	6
samosob	2	7
svime	3	5
njoj	253	4
nezaèinitom	1	11
glasbenih	1	9
barbarom	1	8
stranku	2	7
voljela	15	7
abstrakciji	2	11
vjeènik	1	7
boravak	5	7
vladavca	2	8
nadutomu	1	8
kacige	2	6
svršiv	1	6
krešiæ	2	6
banut	3	5
zlatarevèani	1	12
srna	5	4
malignantibus	2	13
školaru	1	7
razuma	31	6
ostalimi	1	8
vruljom	1	7
pjesama	37	7
plot	8	4
ljepotom	15	8
razbojnici	1	10
kuje	8	4
širim	2	5
stanju	8	6
valovlju	1	8
obiti	2	5
ponaraslo	1	9
spahinski	1	9
celestium	1	9
zvonarijo	1	9
našijeh	3	7
visovima	1	8
središte	6	8
terasja	1	7
pridušeni	1	9
drenjanski	1	10
preobrazio	1	10
prošteno	3	8
orli	1	4
ženitbene	1	9
vitoj	1	5
pripovjedaèkom	1	14
dumboviæu	1	9
izvrstno	6	8
viekove	8	7
uroni	2	5
meštri	1	6
navedenih	3	9
poniknula	4	9
gradca	3	6
kaješ	1	5
golubièice	1	10
odugi	3	5
slabom	5	6
bertiæeva	1	9
naopak	1	6
kratiti	2	7
svježina	1	8
njegve	5	6
usku	1	4
uredi	4	5
izraðen	1	7
sali	7	4
pokupiš	1	7
prometnulo	1	10
èetinjala	1	9
pretiesna	2	9
mišce	1	5
vami	8	4
drvo	22	4
vicebana	25	8
konschinae	2	10
saobæiti	1	8
sandalami	1	9
silne	17	5
rekneš	3	6
autorima	1	8
tanèine	2	7
darvac	1	6
past	5	4
nabaciše	1	8
hranioèe	1	8
povalja	1	7
lirskom	2	7
orosius	1	7
rasprava	3	8
jugom	1	5
zadatak	1	7
oèajnu	1	6
šutkac	1	6
tiekom	3	6
prijaznom	1	9
anitu	2	5
annidar	1	7
pripovjedim	1	11
žalit	3	5
najpoznatije	1	12
sile	37	4
izpekla	1	7
matora	5	6
gornjogradske	1	13
brežane	1	7
roditelja	8	9
vrbovcu	2	7
vraæanju	1	8
smatran	1	7
obredao	1	7
fraudes	1	7
gade	2	4
bašel	5	5
sastasmo	1	8
tzv	2	3
zatvarati	1	9
gorahu	1	6
suvremenoj	2	10
melius	1	6
svilena	4	7
spasio	7	6
religiozna	1	10
uzev	1	4
sincom	1	6
mistih	2	6
dovolje	2	7
podmuklo	1	8
neugodno	5	8
hitona	1	6
dodijavao	1	9
govore	24	6
usklaðujuæi	1	11
tmurni	1	6
svoga	290	5
gardenija	1	9
èitaoc	1	6
sokol	7	5
tresle	1	6
pogoditi	4	8
zlorado	2	7
kadifi	1	6
purgarsi	1	8
prozborit	1	9
naslovi	2	7
prionuti	3	8
žicom	1	5
širi	18	4
dvigni	3	6
najumiænijih	1	12
unišavši	1	8
ziblje	1	6
reminiscencija	3	14
jos	2	3
srodna	3	6
podkitilo	1	9
kornelije	4	9
tovnih	1	6
blagu	6	5
posveæenim	2	10
izgrliše	1	8
uvijale	1	7
fata	3	4
petnadeset	2	10
gavanom	1	7
uzmnoženi	1	9
poznivati	1	9
energija	1	8
okupiti	2	7
samoljublje	1	11
grofove	1	7
zemskoj	1	7
doskoèica	1	9
romorem	1	7
uzkrsa	1	6
izoblièenu	1	10
bake	6	4
skupljajuæi	1	11
ozdraviti	5	9
gospodarstvom	3	13
uzdisaja	1	8
siæušne	1	7
flacija	1	7
šaputali	1	8
angjele	2	7
naiæi	1	5
servus	1	6
stekao	9	6
ciæ	11	3
alu	1	3
plast	1	5
oda	20	3
kamiš	2	5
sminan	2	6
kasara	1	6
tanke	6	5
pastirski	1	9
osobitih	1	8
obrojèavanju	1	12
strogim	1	7
dospijeæe	1	9
èolakiæevoj	2	11
uzkrsnuti	2	9
izkusnoga	1	9
niemim	1	6
milovana	8	8
vežu	3	4
odpravite	1	9
predobila	1	9
sredotoèje	1	10
lasi	1	4
kuèinama	1	8
elisijska	2	9
plete	3	5
strepnu	1	7
hine	2	4
lièkim	1	6
kapi	5	4
jagmi	1	5
nikom	17	5
olahèati	3	8
izgovarala	1	10
radnjâ	1	6
upuæuju	2	7
guantánama	1	10
ovidijeve	4	9
ožalostiti	3	10
zadjemo	1	7
preradoviÆa	1	11
uvodnoj	1	7
prisutnosti	1	11
supjev	1	6
pomladio	2	8
izgoriše	1	8
sám	2	3
zamicali	1	8
izrazilo	1	8
korito	5	6
podrovat	1	8
pridruži	4	8
španjolska	1	10
smiješio	2	8
helijos	2	7
spraviše	1	8
nedjeljom	1	9
kapiji	1	6
bogata	16	6
minula	9	6
živice	4	6
svegrleæa	1	9
probode	7	7
divanile	1	8
pregaziti	1	9
pratri	4	6
krugom	1	6
pokazaše	1	8
tutanj	2	6
policija	1	8
rieèca	3	6
zaglušiti	1	9
provede	2	7
obrezaèem	1	9
bundeve	5	7
gurajuæ	1	7
trieskova	1	9
slogi	2	5
lepire	2	6
samelje	1	7
osu	1	3
effectus	1	8
straža	2	6
pogrditi	1	8
okrenula	8	8
plašljivac	1	10
filiabus	1	8
podrezale	1	9
vuku	3	4
plavoliste	1	10
suzic	1	5
smišljane	1	9
starješine	4	10
oviješ	1	6
oèekivati	5	9
polaè	1	5
paul	3	4
izbrojiti	2	9
posoblja	2	8
zaznati	2	7
kapele	2	6
svitlostju	1	10
biedni	9	6
dopirali	2	8
rekonstrukcije	1	14
pobjesnila	1	10
posebno	9	7
podložan	3	8
papratovi	1	9
kažete	1	6
poštovan	3	8
prijateljsku	1	12
odlazi	4	6
grabežna	1	8
obeæah	3	6
lièci	6	5
spomenuta	2	9
doumrieti	1	9
predaš	1	6
svecima	1	7
poprimit	1	8
primjenjivao	1	12
upiljili	3	8
povezati	1	8
dileæi	1	6
promatra	5	8
iztetura	1	8
kutiju	2	6
smiješila	4	9
nedostojnim	1	11
njihati	1	7
koraknuo	1	8
užgan	3	5
potrudila	1	9
menèetiæ	1	8
koèi	3	4
ranu	21	4
usula	1	5
premili	1	7
baštinu	9	7
zoraniæa	41	8
razkopala	2	9
razblaženim	1	11
daleku	5	6
mravad	2	6
moguæom	1	7
èeram	1	5
providi	3	7
pjan	3	4
podiæ	1	5
albom	1	5
magog	5	5
fesiæem	1	7
seju	3	4
uzgoj	1	5
snaga	11	5
perjankom	1	9
puhnu	1	5
dogledu	1	7
žalila	3	6
obsjevom	1	8
poduprv	2	7
bircuz	9	6
oplodjena	1	9
potvrdiše	1	9
ljeljen	1	7
obzorje	6	7
gladku	1	6
smuèilo	2	7
poèitam	1	7
uzvišeno	2	8
otajstvenim	1	11
gajdaša	3	7
ošinuo	1	6
èiniti	13	6
neèim	5	5
iskram	1	6
prošastni	1	9
ushiæenje	1	9
zidanoj	1	7
rodjeno	7	7
viješ	2	5
nehotièni	1	9
zagrize	1	7
pokrenuti	1	9
zalomi	1	6
podigao	5	7
najotajniji	1	11
dražest	2	7
triju	5	5
pojavu	3	6
urodio	1	6
junaèili	2	8
vabeæ	2	5
pogažena	2	8
ustinuvši	1	9
obièno	28	6
prsimice	1	8
zažarena	5	8
popušta	1	7
suzdrži	2	7
okolicom	3	8
ostah	12	5
ljubomornosti	1	13
napiše	3	6
prièô	1	5
dohvatiše	1	9
upropastio	1	10
poviknu	2	7
redušu	1	6
ritove	1	6
jadikovanje	1	11
rodjenidaka	1	11
majke	69	5
pjevajuæih	1	10
nikoh	1	5
ubogima	1	7
pratitelji	1	10
vihrove	1	7
rasarjena	1	9
dobio	20	5
saviesti	1	8
tišinku	1	7
goruæimi	1	8
èito	1	4
kuc	1	3
sliepom	2	7
narešenim	2	9
lipovi	1	6
izdiše	1	6
ovraniti	1	8
suhonjave	1	9
prašta	5	6
padat	3	5
krstom	14	6
jadnici	1	7
dosada	6	6
nemarnom	1	8
meduliæ	1	7
težkimi	1	7
nesaznan	3	8
mekog	2	5
prepusti	3	8
dušah	1	5
vidovit	1	7
citat	1	5
mondo	1	5
povjerovala	2	11
svjetonazora	1	12
ostrag	1	6
udrveèivši	1	10
mane	6	4
arkadièke	1	9
tamnih	3	6
tièuæ	1	5
otidjite	2	8
prosuše	2	7
zagreba	23	7
dopustio	3	8
gitin	6	5
omašna	3	6
zaodievam	1	9
hinjene	1	7
otèenaš	1	7
uzevši	5	6
prirode	34	7
leže	17	4
djeèici	1	7
pomrèaše	1	8
dosezati	2	8
reduše	2	6
nataroševe	1	10
trna	1	4
kvariš	2	6
kapetanoviÆ	2	11
svitnik	1	7
najmilija	3	9
prienos	1	7
vijala	2	6
fiera	1	5
pasište	1	7
migaju	1	6
maniri	1	6
boravismo	1	9
jadovanja	1	9
ciganinom	1	9
plaènim	2	7
mehmed	4	6
škvore	1	6
silaze	1	6
poji	8	4
najpri	15	6
prevedem	1	8
veæaš	1	5
golem	5	5
živa	65	4
padših	1	6
sunèanome	1	9
kajasi	1	6
gornji	4	6
mimošnoga	1	9
utakne	1	6
nakrèio	1	7
izdovoljiti	1	11
borak	1	5
cvjetnih	5	8
mlajahan	6	8
pogoršao	1	8
tali	3	4
izvadjen	1	8
suvišno	1	7
formuliranih	1	12
nagoniti	1	8
uzdisah	1	7
tebanjanin	1	10
poletarskih	1	11
martu	2	5
ledina	1	6
voljom	8	6
nevidljivi	1	10
obznanjujem	1	11
plijenili	1	9
drzovitom	1	9
bdije	4	5
predam	3	6
ton	1	3
iztoènim	2	8
dosjetljiv	1	10
semogoga	2	8
svitlosti	9	9
šišmišima	1	9
družtvenom	1	10
zastore	1	7
kraljevima	1	10
biše	162	4
drug	24	4
razpra	1	6
blaženij	1	8
ostavljeno	1	10
unuke	1	5
tui	3	3
najintimniji	1	12
prijeteæi	2	9
moriti	1	6
koristan	4	8
tuðinke	1	7
kugom	2	5
praznom	2	7
trajnu	1	6
divota	4	6
odpraviti	4	9
izdaja	6	6
uzv	2	3
popravka	1	8
umova	1	5
zakljuèeno	2	10
magdaleniæa	1	11
vjerouèitelja	1	13
žitnice	2	7
zapovijedaju	1	12
djevojèine	1	10
djaval	1	6
jedar	3	5
promisliti	2	10
možete	8	6
navoðenju	1	9
najmilije	2	9
jagodo	1	6
kuša	8	4
promatraše	3	10
ugroženom	1	9
šuškao	1	6
odvrati	23	7
hrastovine	2	10
pjesnikovanju	1	13
izvarsita	3	9
nerada	1	6
dojakošnjim	1	11
drže	9	4
ispunjen	1	8
prosvitljen	1	11
župnikovim	1	10
vitežki	1	7
lakoumnosti	1	11
uzdaha	12	6
projde	1	6
klat	1	4
zemljaèe	1	8
stigne	9	6
iste	43	4
ombre	1	5
obradovati	3	10
okreèe	1	6
nacakliti	1	9
koèiti	1	6
davorija	3	8
pukovniku	1	9
selišnjaci	1	10
ugledan	4	7
zatvorom	1	8
kormilî	1	7
vijeka	11	6
gladka	1	6
pravac	6	6
neizmjernosti	3	13
ujaka	1	5
zahtievaše	1	10
karnarutiæu	4	11
pratila	4	7
pokretom	1	8
èuvstvom	8	8
zemljama	4	8
èern	1	4
plahta	1	6
stenjuæ	1	7
umr	1	3
pojatah	1	7
ponoæ	2	5
ubojnom	1	7
saznat	1	6
dobiva	8	6
klozerkin	1	9
prokleti	3	8
zirnuvši	1	8
dudovom	1	7
vrijeme	26	7
hlaèe	1	5
mužkim	2	6
uvodne	4	6
željice	1	7
akademija	9	9
oèišæene	1	8
srnuti	1	6
odlièna	1	7
ocrvenjeti	1	10
sanke	1	5
podupri	1	7
orma	2	4
pravednost	1	10
zaèovjeèju	1	10
dozoriti	1	8
bešlija	1	7
vruljama	1	8
rasplitala	1	10
klikæu	1	6
rauchom	1	7
gracka	1	6
ièeg	1	4
lievog	1	6
ivetinim	3	8
smiješno	3	8
malinaru	1	8
drúgi	2	5
razini	1	6
sitniša	1	7
zamakle	1	7
veæinom	6	7
posrednika	1	10
poslati	13	7
nastani	3	7
latinicu	1	8
žanje	6	5
sprijeda	3	8
narediti	6	8
bitna	1	5
podsjeæa	8	8
cijepati	1	8
trepetaše	1	9
tenere	1	6
omrznuti	1	8
gine	30	4
šutke	1	5
kašnera	1	7
šaš	9	3
zadubi	1	6
negodovanja	3	11
raztopio	1	8
arhitektura	1	11
krutu	2	5
ipsi	1	4
èiniše	2	6
demerju	3	7
plavilom	2	8
ležaj	2	5
okreæu	4	6
parentibus	1	10
osveti	4	6
ugrizt	1	6
isusu	2	5
ruševina	1	8
probudjeni	1	10
torzi	1	5
ninu	12	4
vidjek	3	6
grebenje	2	8
èuvajuæ	1	7
jekæe	1	5
potanko	11	7
milošæa	4	7
uskrili	2	7
košto	3	5
grabeži	1	7
rektora	7	7
mudri	9	5
izkopam	1	7
kuhano	2	6
namienio	1	8
paklenjak	1	9
pun	31	3
adjutorio	1	9
dignus	1	6
magnati	1	7
boravištu	1	9
ruknuti	2	7
zdiše	1	5
stojeæi	3	7
saruku	1	6
sijecite	1	8
sjevernom	1	9
skrajnjoj	1	9
taraska	1	7
vjetriæi	1	8
gnjojnih	1	8
gan	1	3
dobrostiva	2	10
rodih	1	5
unoæalo	2	7
polnoænice	1	10
dovinuti	2	8
izderala	1	8
primorac	1	8
kranjske	1	8
brecnula	1	8
prinudila	1	9
starmenit	1	9
netja	4	5
otsievala	1	9
pazio	6	5
gnjilosti	1	9
utisnuta	1	8
virga	1	5
zamamljivim	1	11
tumaèeæi	1	8
inserviebat	1	11
slaviæem	1	8
življa	2	6
slavensku	5	9
stolne	1	6
skupe	3	5
upravo	74	6
živiš	8	5
toreadora	1	9
suzdržati	1	9
iztriebljen	1	11
odiv	1	4
tko	290	3
obuèe	5	5
kraæe	2	5
opaku	1	5
danâ	3	4
uživa	7	5
kuku	15	4
presahnuše	1	10
posudici	1	8
bižeæi	3	6
poslao	14	6
dvoranica	1	9
ukaljani	1	8
gledajmo	1	8
vilslav	7	7
odnio	3	5
nebotiène	1	9
organièkom	1	10
osvud	1	5
matom	6	5
ovdjeka	2	7
zledi	1	5
trograni	1	8
žerati	1	6
spokojan	4	8
politièar	1	9
navrati	1	7
divlji	6	6
dojili	1	6
zliedit	1	7
zaštitnikom	2	11
olakšanje	1	9
želesca	1	7
svidoèi	2	7
senjèeviæa	1	10
rugaju	1	6
poglavlje	9	9
materinu	4	8
potakoše	1	8
ruskih	1	6
opæene	1	6
zur	2	3
vriedjati	1	9
gizdavije	2	9
ispred	22	6
deklarirano	1	11
èaj	2	3
pokrivši	4	8
junakinje	1	9
refleksi	1	8
žetelicu	1	8
protura	1	7
kokilâ	1	6
spopao	7	6
iljini	1	6
donesti	3	7
glupu	1	5
pregrade	1	8
zavriediti	1	10
zamakla	2	7
struna	3	6
probiv	1	6
vašeg	6	5
slobodan	16	8
tužaše	1	6
imanja	33	6
kaznaèiæa	1	9
križem	1	6
mržnje	8	6
okostnica	1	9
tieka	2	5
uzdamo	1	6
smiješku	1	8
poèalu	1	6
naslovnoj	1	9
safirne	2	7
dileæ	1	5
triezno	1	7
bibliografija	5	13
arcadije	5	8
radost	57	6
uzradiš	1	7
razžarene	1	9
pazara	10	6
kima	2	4
prorene	2	7
zlobnim	2	7
najdonjoj	1	9
nestrpljiva	4	11
vašem	7	5
dobarca	1	7
gizdal	1	6
ner	4	3
šuma	21	4
produži	6	7
ljubomoran	2	10
secca	1	5
javnoj	1	6
izdanjem	1	8
zlotvoru	1	8
nadoveza	3	8
pripisan	2	8
fecisti	2	7
dikobraz	1	8
bilina	1	6
trobojnicama	1	12
mamaljugom	1	10
srvana	2	6
lukavskoga	1	10
tema	1	4
prodikovao	2	10
isusovu	2	7
dokumente	1	9
napuèuje	1	8
jauèuæi	1	7
hramski	1	7
kime	5	4
potvrditi	1	9
srbiji	2	6
tumarati	1	8
bjesneæe	1	8
drugovala	2	9
zašumi	3	6
buènih	1	6
zaèudim	1	7
spoznaju	1	8
moænica	1	7
postanu	1	7
kormilu	1	7
zaboravnost	1	11
pripe	1	5
dašèicu	1	7
pouèiti	1	7
zazivlju	1	8
nadstojniku	2	11
odstranjivat	1	12
ikoji	1	5
obazirao	2	8
grane	44	5
dojmio	3	6
suvišnoga	1	9
sablja	6	6
planin	1	6
molite	2	6
obièavala	1	9
bojne	4	5
jednoj	43	6
jednokrat	1	9
vršit	1	5
poklonio	3	8
kamogod	3	7
blagovito	1	9
bezobrazni	2	10
dolica	3	6
odavao	1	6
umekšati	2	8
svibanjskim	1	11
stihotvorstva	1	13
gerere	1	6
zr?ke	1	5
poetièan	1	8
sluèajevima	1	11
rodnoga	6	7
sabasovi	1	8
imih	1	4
naravnom	2	8
odjeæa	4	6
hrvalište	1	9
pritisnu	8	8
žmureæi	1	7
ugrabio	1	7
vlastelin	16	9
poduž	1	5
zemljanih	1	9
kahirom	1	7
uvjeravalo	1	10
sažaljevanja	1	12
kraæana	1	7
tješitelj	1	9
apostolska	1	10
kolegom	1	7
prijatelj	18	9
moralni	1	7
veledušje	1	9
bjesomuènica	1	12
srmena	1	6
hermes	1	6
obstanak	1	8
svoditi	1	7
namještena	1	10
osjetile	1	8
slovima	1	7
sokratova	2	9
uporan	1	6
pomislite	3	9
pipljuæi	1	8
poskoèe	2	7
zaboljeti	1	9
ljestve	3	7
izvit	1	5
rast	3	4
oprostiti	8	9
obièavahu	1	9
prikladnije	1	11
æeliji	1	6
poniela	4	7
kukova	1	6
odmaraj	1	7
jeleni	11	6
zaokupi	1	7
kratka	12	6
grimizan	1	8
potoka	3	6
razlagati	1	9
prsnu	1	5
nadnaravno	1	10
szalea	1	6
patrove	1	7
zasluge	4	7
javljaju	3	8
srebrnim	1	8
svetcem	2	7
pridonosi	1	9
odluèen	3	7
usporedi	1	8
osorno	2	6
naputak	1	7
vražiti	1	7
izuæ	1	4
ubilježio	1	9
tumaè	10	5
ceste	6	5
fantazije	1	9
umiljatom	1	9
duda	4	4
krade	4	5
jednine	1	7
skretala	1	8
kukavico	5	8
elegijskom	1	10
sredi	1	5
zloèinaca	1	9
mozag	4	5
žabi	1	4
puškaranja	1	10
štovan	1	6
nasloniti	1	9
polagano	5	8
hvalio	4	6
služinèad	1	9
otkloniti	1	9
energiji	1	8
ivanamalateste	1	14
prosbori	5	8
hramlje	1	7
lavinija	1	8
uzoru	2	5
trajne	3	6
plode	6	5
podmetnu	1	8
banalskih	1	9
zlatih	2	6
dielio	7	6
krasnome	2	8
tovljenih	1	9
milosardjem	1	11
shode	2	5
jelica	34	6
odbrojeni	2	9
zahvalom	1	8
najviših	2	8
mahe	1	4
tužne	6	5
husari	2	6
prodere	2	7
brižne	2	6
klanjam	2	7
najljuæa	3	8
pošalje	5	7
udesâ	1	5
udarcim	1	7
radilica	2	8
znalo	21	5
duži	2	4
odprija	4	7
izet	1	4
fašnik	1	6
poezijom	2	8
zlaæen	1	6
nezvana	1	7
osvadi	1	6
hotoz	1	5
odveæ	6	5
kitom	1	5
uztrajala	1	9
papuèica	1	8
kuæice	2	6
kažnjavati	1	10
majkina	6	7
izpravno	1	8
vepre	1	5
vraždevnik	1	10
oculus	1	6
uèen	2	4
rudis	1	5
privede	2	7
pisan	5	5
prodike	2	7
važnu	1	5
neèinu	1	6
kmetima	5	7
zvjedanoga	1	10
hotu	1	4
sjeæajuæi	1	9
zaigraše	1	8
svakud	2	6
hranjaše	1	8
zaklopila	2	9
imiše	3	5
trapnjom	1	8
jelâ	1	4
dogaða	4	6
sieèanj	1	7
laokoona	1	8
filozofske	1	10
zalila	3	6
zabunjenosti	1	12
razrješenju	1	11
vosak	2	5
ponapili	1	8
družbe	4	6
psalama	12	7
lotos	1	5
zaèujen	3	7
pruživ	2	6
lutherova	1	9
nadijati	1	8
nadjevena	1	9
sahraniti	1	9
otrovno	1	7
tuði	2	4
otarcati	1	8
živih	3	5
etfatua	1	7
petkoviæa	16	9
komparativnih	1	13
hladnokrvan	1	11
angjeliæi	1	9
zbirajuæ	2	8
zagrebom	1	8
oèito	26	5
uzela	41	5
ljubovala	1	9
posrni	1	6
krasotam	1	8
èubnula	1	7
malièak	1	7
zamrli	1	6
poslušan	2	8
ukoèenom	1	8
plova	2	5
klaudija	1	8
garavu	2	6
snopove	1	7
radovima	1	8
iskušah	1	7
preteènom	1	9
barjakom	2	8
pomiljaju	1	9
poznatoj	2	8
blistaju	2	8
cvitjicem	1	9
odzovne	2	7
posadila	1	8
oružnu	1	6
uzdigle	1	7
pero	1	4
izdievaju	1	9
starija	12	7
uzdisaji	3	8
data	4	4
posljednjega	4	12
dohuktao	1	8
